ID,State,State_Name,Location_Name,Postcode,TourismRegion_Name,DNSW Classification,DNSW Classification + Regional NSW (SA4),SA2_Name,SA3_Name,SA4_Name,LGA_Name,SD_Name,SLA_Name
5590,1,New South Wales,Myall Upper NSW,2425,North Coast NSW,Regional NSW,Mid North Coast,Bulahdelah - Stroud,Great Lakes,Mid North Coast,Great Lakes (A),Hunter,Great Lakes (A)
5591,1,New South Wales,Myall Vale NSW,2390,New England North West,Regional NSW,New England and North West,Narrabri Region,Moree - Narrabri,New England and North West,Narrabri (A),Northern,Narrabri (A)
5592,1,New South Wales,Myalla NSW,2630,Snowy Mountains,Regional NSW,Capital Region,Cooma Region,Snowy Mountains,Capital Region,Snowy River (A),South Eastern,Snowy River (A)
5593,1,New South Wales,Myambat NSW,2328,Hunter,Hunter,Hunter,Muswellbrook Region,Upper Hunter,Hunter Valley exc Newcastle,Muswellbrook (A),Hunter,Muswellbrook (A)
5594,1,New South Wales,Myanga Creek NSW,2580,Capital Country,Regional NSW,Capital Region,Goulburn Region,Goulburn - Yass,Capital Region,Upper Lachlan Shire (A),South Eastern,Upper Lachlan Shire (A)
5595,1,New South Wales,Mylestom NSW,2454,North Coast NSW,Regional NSW,Coffs Harbour - Grafton,Urunga,Coffs Harbour,Coffs Harbour - Grafton,Bellingen (A),Mid-North Coast,Bellingen (A)
5596,1,New South Wales,Mylneford NSW,2460,Northern Rivers Tropical NSW,Regional NSW,Coffs Harbour - Grafton,Grafton Region,Clarence Valley,Coffs Harbour - Grafton,Clarence Valley (A),Mid-North Coast,Clarence Valley (A) Bal
5597,1,New South Wales,Mynora NSW,2537,South Coast,Regional NSW,Capital Region,Moruya - Tuross Head,South Coast,Capital Region,Eurobodalla (A),South Eastern,Eurobodalla (A)
5598,1,New South Wales,Myocum NSW,2481,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Mullumbimby,Richmond Valley - Coastal,Richmond - Tweed,Byron (A),Richmond-Tweed,Byron (A)
5599,1,New South Wales,Myola (New England NW) NSW,2347,New England North West,Regional NSW,New England and North West,Tamworth Region,Tamworth - Gunnedah,New England and North West,Tamworth Regional (A),Northern,Tamworth Regional (A) - Pt B
5600,1,New South Wales,Myola (South Coast) NSW,2540,South Coast,Regional NSW,Southern Highlands and Shoalhaven,Callala Bay - Currarong,Shoalhaven,Southern Highlands and Shoalhaven,Shoalhaven (C),Illawarra,Shoalhaven (C) - Pt B
5601,1,New South Wales,Myra NSW,2422,Hunter,Hunter,Hunter,Gloucester,Taree - Gloucester,Mid North Coast,Gloucester (A),Hunter,Gloucester (A)
5602,1,New South Wales,Myra Vale NSW,2577,Capital Country,Regional NSW,Southern Highlands and Shoalhaven,Robertson - Fitzroy Falls,Southern Highlands,Southern Highlands and Shoalhaven,Wingecarribee (A),Illawarra,Wingecarribee (A)
5603,1,New South Wales,Myrtle Creek NSW,2469,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Casino Region,Richmond Valley - Hinterland,Richmond - Tweed,Richmond Valley (A),Richmond-Tweed,Richmond Valley (A) Bal
5604,1,New South Wales,Myrtle Mountain NSW,2550,South Coast,Regional NSW,Capital Region,Bega-Eden Hinterland,South Coast,Capital Region,Bega Valley (A),South Eastern,Bega Valley (A)
5605,1,New South Wales,Myrtle Park NSW,2710,The Murray,Regional NSW,Murray,Deniliquin Region,Upper Murray exc. Albury,Murray,Conargo (A),Murray,Conargo (A)
5606,1,New South Wales,Myrtleville NSW,2580,Capital Country,Regional NSW,Capital Region,Goulburn Region,Goulburn - Yass,Capital Region,Upper Lachlan Shire (A),South Eastern,Upper Lachlan Shire (A)
5607,1,New South Wales,Mystery Bay NSW,2546,South Coast,Regional NSW,Capital Region,Narooma - Bermagui,South Coast,Capital Region,Eurobodalla (A),South Eastern,Eurobodalla (A)
5608,1,New South Wales,Myuna Bay NSW,2283,Hunter,Hunter,Hunter,Morisset - Cooranbong,Lake Macquarie - West,Newcastle and Lake Macquarie,Lake Macquarie (C),Hunter,Lake Macquarie (C) - West
5609,1,New South Wales,N Albury NSW,2640,The Murray,Regional NSW,Murray,Albury - North,Albury,Murray,Albury (C),Murray,Albury (C)
5610,1,New South Wales,N Arm (Murwillumbah) NSW,2484,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Murwillumbah Region,Tweed Valley,Richmond - Tweed,Tweed (A),Richmond-Tweed,Tweed (A) - Pt B
5611,1,New South Wales,N Arm (Nambucca) NSW,2447,North Coast NSW,Regional NSW,Mid North Coast,Nambucca Heads Region,Kempsey - Nambucca,Mid North Coast,Nambucca (A),Mid-North Coast,Nambucca (A)
5612,1,New South Wales,N Arm Cove NSW,2324,North Coast NSW,Regional NSW,Hunter Valley exc Newcastle,Tea Gardens - Hawks Nest,Port Stephens,Hunter Valley exc Newcastle,Great Lakes (A),Hunter,Great Lakes (A)
5613,1,New South Wales,N Avoca NSW,2251,Central Coast,Central Coast,Central Coast,Avoca Beach - Copacabana,Gosford,Central Coast,Gosford (C),Sydney,Gosford (C) - East
5614,1,New South Wales,N Balgowlah NSW,2092,Sydney,Sydney - Northern Beaches,Sydney - Northern Beaches,Balgowlah - Clontarf - Seaforth,Manly,Sydney - Northern Beaches,Manly (A),Sydney,Manly (A)
5615,1,New South Wales,N Bank (Bellingen) NSW,2453,Northern Rivers Tropical NSW,Regional NSW,Coffs Harbour - Grafton,Dorrigo,Coffs Harbour,Coffs Harbour - Grafton,Bellingen (A),Mid-North Coast,Bellingen (A)
5616,1,New South Wales,N Bank (Nambucca) NSW,2447,North Coast NSW,Regional NSW,Mid North Coast,Nambucca Heads Region,Kempsey - Nambucca,Mid North Coast,Nambucca (A),Mid-North Coast,Nambucca (A)
5617,1,New South Wales,N Bega NSW,2550,South Coast,Regional NSW,Capital Region,Bega - Tathra,South Coast,Capital Region,Bega Valley (A),South Eastern,Bega Valley (A)
5618,1,New South Wales,N Boambee Valley NSW,2450,North Coast NSW,Regional NSW,Coffs Harbour - Grafton,Coffs Harbour - South,Coffs Harbour,Coffs Harbour - Grafton,Coffs Harbour (C),Mid-North Coast,Coffs Harbour (C) - Pt A
5619,1,New South Wales,N Bourke NSW,2840,Outback NSW,Regional NSW,Far West and Orana,Bourke - Brewarrina,Bourke - Cobar - Coonamble,Far West and Orana,Bourke (A),North Western,Bourke (A)
5620,1,New South Wales,N Brother NSW,2443,North Coast NSW,Regional NSW,Mid North Coast,Laurieton - Bonny Hills,Port Macquarie,Mid North Coast,Port Macquarie-Hastings (A),Mid-North Coast,Port Macquarie-Hastings (A) - Pt B
5621,1,New South Wales,N Burrabadine NSW,2830,Central NSW,Regional NSW,Far West and Orana,Dubbo Region,Dubbo,Far West and Orana,Dubbo (C),North Western,Dubbo (C) - Pt A
5622,1,New South Wales,N Carlingford NSW,2118,Sydney,Sydney - Parramatta,Sydney - Parramatta,Carlingford,Carlingford,Sydney - Parramatta,The Hills Shire (A),Sydney,The Hills Shire (A) - South
5623,1,New South Wales,N Chester Hill NSW,2162,Sydney,Sydney - Parramatta,Sydney - Parramatta,Chester Hill - Sefton,Merrylands - Guildford,Sydney - Parramatta,Bankstown (C),Sydney,Bankstown (C) - North-West
5624,1,New South Wales,N Codrington NSW,2480,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Lismore Region,Richmond Valley - Hinterland,Richmond - Tweed,Lismore (C),Richmond-Tweed,Lismore (C) - Pt B
5625,1,New South Wales,N Coree NSW,2716,The Murray,Regional NSW,Murray,Tocumwal - Finley - Jerilderie,Upper Murray exc. Albury,Murray,Jerilderie (A),Murray,Jerilderie (A)
5626,1,New South Wales,N Corrimal NSW,2518,South Coast,Regional NSW,Illawarra,Corrimal - Tarrawanna - Bellambi,Wollongong,Illawarra,Wollongong (C),Illawarra,Wollongong (C) - Inner
5627,1,New South Wales,N Cowra NSW,2794,Central NSW,Regional NSW,Central West,Cowra,Lachlan Valley,Central West,Cowra (A),Central West,Cowra (A)
5628,1,New South Wales,N Creek NSW,2478,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Lennox Head - Skennars Head,Richmond Valley - Coastal,Richmond - Tweed,Ballina (A),Richmond-Tweed,Ballina (A)
5629,1,New South Wales,N Cronulla NSW,2230,Sydney,Sydney - Sutherland,Sydney - Sutherland,Cronulla - Kurnell - Bundeena,Cronulla - Miranda - Caringbah,Sydney - Sutherland,Sutherland Shire (A),Sydney,Sutherland Shire (A) - East
5630,1,New South Wales,N Dorrigo NSW,2453,Northern Rivers Tropical NSW,Regional NSW,Coffs Harbour - Grafton,Dorrigo,Coffs Harbour,Coffs Harbour - Grafton,Bellingen (A),Mid-North Coast,Bellingen (A)
5631,1,New South Wales,N Dubbo NSW,2830,Central NSW,Regional NSW,Far West and Orana,Dubbo - West,Dubbo,Far West and Orana,Dubbo (C),North Western,Dubbo (C) - Pt A
5632,1,New South Wales,N Engadine NSW,2233,Sydney,Sydney - Sutherland,Sydney - Sutherland,Engadine - Loftus,Sutherland - Menai - Heathcote,Sydney - Sutherland,Sutherland Shire (A),Sydney,Sutherland Shire (A) - West
5633,1,New South Wales,N Entrance NSW,2261,Central Coast,Central Coast,Central Coast,The Entrance,Wyong,Central Coast,Wyong (A),Sydney,Wyong (A) - South and West
5634,1,New South Wales,N Epping NSW,2121,Sydney,Sydney - Ryde,Sydney - Ryde,Epping - North Epping,Pennant Hills - Epping,Sydney - Ryde,Hornsby (A),Sydney,Hornsby (A) - South
5635,1,New South Wales,N Gosford NSW,2250,Central Coast,Central Coast,Central Coast,Gosford - Springfield,Gosford,Central Coast,Gosford (C),Sydney,Gosford (C) - West
5636,1,New South Wales,N Goulburn NSW,2580,Capital Country,Regional NSW,Capital Region,Goulburn,Goulburn - Yass,Capital Region,Goulburn Mulwaree (A),South Eastern,Goulburn Mulwaree (A) - Goulburn
5637,1,New South Wales,N Gundagai NSW,2722,Riverina,Regional NSW,Riverina,Gundagai,Wagga Wagga,Riverina,Gundagai (A),Murrumbidgee,Gundagai (A)
5638,1,New South Wales,N Haven NSW,2446,North Coast NSW,Regional NSW,Mid North Coast,Laurieton - Bonny Hills,Port Macquarie,Mid North Coast,Port Macquarie-Hastings (A),Mid-North Coast,Port Macquarie-Hastings (A) - Pt B
